continente,pais,ano,mes,chegadas
America do Sul,Bolivia,2017,novembro,3
America do Sul,Bolivia,2017,outubro,2
America do Sul,Bolivia,2017,setembro,2
America do Sul,Bolivia,2018,abril,1
America do Sul,Bolivia,2018,dezembro,10
America do Sul,Bolivia,2018,janeiro,1
America do Sul,Bolivia,2018,julho,6
America do Sul,Bolivia,2018,junho,4
America do Sul,Bolivia,2018,novembro,3
America do Sul,Bolivia,2018,outubro,1
America do Sul,Bolivia,2018,setembro,1
America do Sul,Bolivia,2019,abril,1
America do Sul,Bolivia,2019,agosto,2
America do Sul,Bolivia,2019,dezembro,3
America do Sul,Bolivia,2019,fevereiro,4
America do Sul,Bolivia,2019,janeiro,3
America do Sul,Bolivia,2019,julho,1
America do Sul,Bolivia,2019,junho,1
America do Sul,Bolivia,2019,maio,1
America do Sul,Bolivia,2019,marco,8
America do Sul,Bolivia,2019,novembro,1
America do Sul,Bolivia,2019,outubro,2
America do Sul,Bolivia,2019,setembro,2
America do Sul,Bolivia,2020,fevereiro,1
America do Sul,Bolivia,2020,janeiro,2
America do Sul,Bolivia,2020,novembro,1
America do Sul,Bolivia,2021,abril,30
America do Sul,Bolivia,2021,maio,32
America do Sul,Bolivia,2021,outubro,1
America do Sul,Bolivia,2022,agosto,1
America do Sul,Bolivia,2022,dezembro,4
America do Sul,Bolivia,2022,maio,2
America do Sul,Bolivia,2022,outubro,2
America do Sul,Bolivia,2023,abril,2
America do Sul,Bolivia,2023,agosto,1
America do Sul,Bolivia,2023,dezembro,3
America do Sul,Bolivia,2023,junho,1
America do Sul,Bolivia,2023,setembro,1
America do Sul,Bolivia,2024,abril,7
America do Sul,Bolivia,2024,agosto,1
America do Sul,Bolivia,2024,dezembro,5
America do Sul,Bolivia,2024,fevereiro,1
America do Sul,Bolivia,2024,julho,1
America do Sul,Bolivia,2024,junho,1
America do Sul,Bolivia,2024,marco,3
America do Sul,Bolivia,2024,outubro,1
America do Sul,Bolivia,2024,setembro,4
America do Sul,Chile,2015,abril,2
America do Sul,Chile,2015,agosto,3
America do Sul,Chile,2015,dezembro,4
America do Sul,Chile,2015,fevereiro,3
America do Sul,Chile,2015,julho,5
America do Sul,Chile,2015,marco,5
America do Sul,Chile,2015,novembro,14
America do Sul,Chile,2015,outubro,2
America do Sul,Chile,2016,abril,6
America do Sul,Chile,2016,agosto,5
America do Sul,Chile,2016,dezembro,2
America do Sul,Chile,2016,janeiro,2
America do Sul,Chile,2016,julho,5
America do Sul,Chile,2016,marco,5
America do Sul,Chile,2016,novembro,3
America do Sul,Chile,2016,outubro,2
America do Sul,Chile,2016,setembro,2
America do Sul,Chile,2017,abril,1
America do Sul,Chile,2017,agosto,3
America do Sul,Chile,2017,dezembro,4
America do Sul,Chile,2017,fevereiro,2
America do Sul,Chile,2017,janeiro,2
America do Sul,Chile,2017,julho,3
America do Sul,Chile,2017,junho,2
America do Sul,Chile,2017,maio,1
America do Sul,Chile,2017,novembro,4
America do Sul,Chile,2017,outubro,3
America do Sul,Chile,2018,abril,1
America do Sul,Chile,2018,agosto,4
America do Sul,Chile,2018,dezembro,4
America do Sul,Chile,2018,fevereiro,4
America do Sul,Chile,2018,janeiro,9
America do Sul,Chile,2018,julho,6
America do Sul,Chile,2018,junho,12
America do Sul,Chile,2018,maio,6
America do Sul,Chile,2018,marco,3
America do Sul,Chile,2018,novembro,6
America do Sul,Chile,2018,outubro,4
America do Sul,Chile,2018,setembro,6
America do Sul,Chile,2019,abril,2
America do Sul,Chile,2019,agosto,14
America do Sul,Chile,2019,dezembro,5
America do Sul,Chile,2019,fevereiro,30
America do Sul,Chile,2019,janeiro,18
America do Sul,Chile,2019,julho,3
America do Sul,Chile,2019,junho,11
America do Sul,Chile,2019,maio,5
America do Sul,Chile,2019,marco,10
America do Sul,Chile,2019,novembro,1
America do Sul,Chile,2019,outubro,3
America do Sul,Chile,2019,setembro,6
America do Sul,Chile,2020,fevereiro,6
America do Sul,Chile,2020,janeiro,6
America do Sul,Chile,2020,novembro,1
America do Sul,Chile,2021,junho,1
America do Sul,Chile,2022,fevereiro,4
America do Sul,Chile,2022,julho,2
America do Sul,Chile,2022,junho,1
America do Sul,Chile,2022,maio,1
America do Sul,Chile,2022,novembro,2
America do Sul,Chile,2022,setembro,2
America do Sul,Chile,2022,marco,1
America do Sul,Chile,2023,abril,1
America do Sul,Chile,2023,agosto,7
America do Sul,Chile,2023,dezembro,2
America do Sul,Chile,2023,fevereiro,4
America do Sul,Chile,2023,janeiro,3
America do Sul,Chile,2023,julho,5
America do Sul,Chile,2023,junho,2
America do Sul,Chile,2023,maio,6
America do Sul,Chile,2023,novembro,11
America do Sul,Chile,2023,outubro,1
America do Sul,Chile,2023,setembro,3
America do Sul,Chile,2024,abril,25
America do Sul,Chile,2024,agosto,5
America do Sul,Chile,2024,dezembro,199
America do Sul,Chile,2024,fevereiro,10
America do Sul,Chile,2024,janeiro,5
America do Sul,Chile,2024,julho,4
America do Sul,Chile,2024,junho,5
America do Sul,Chile,2024,maio,22
America do Sul,Chile,2024,marco,4
America do Sul,Chile,2024,novembro,7
America do Sul,Chile,2024,outubro,1
America do Sul,Chile,2024,setembro,6
America do Sul,Colombia,2015,abril,27
America do Sul,Colombia,2015,agosto,60
America do Sul,Colombia,2015,dezembro,34
America do Sul,Colombia,2015,fevereiro,10
America do Sul,Colombia,2015,janeiro,16
America do Sul,Colombia,2015,julho,61
America do Sul,Colombia,2015,junho,35
America do Sul,Colombia,2015,maio,38
America do Sul,Colombia,2015,marco,25
America do Sul,Colombia,2015,novembro,114
America do Sul,Colombia,2015,outubro,46
America do Sul,Colombia,2015,setembro,64
America do Sul,Colombia,2016,abril,49
America do Sul,Colombia,2016,agosto,189
America do Sul,Colombia,2016,dezembro,151
America do Sul,Colombia,2016,fevereiro,68
America do Sul,Colombia,2016,janeiro,60
America do Sul,Colombia,2016,julho,110
America do Sul,Colombia,2016,junho,116
America do Sul,Colombia,2016,maio,91
America do Sul,Colombia,2016,marco,64
America do Sul,Colombia,2016,novembro,94
America do Sul,Colombia,2016,outubro,176
America do Sul,Colombia,2016,setembro,143
America do Sul,Colombia,2017,abril,121
America do Sul,Colombia,2017,agosto,257
America do Sul,Colombia,2017,dezembro,327
America do Sul,Colombia,2017,fevereiro,187
America do Sul,Colombia,2017,janeiro,193
America do Sul,Colombia,2017,julho,303
America do Sul,Colombia,2017,junho,148
America do Sul,Colombia,2017,maio,107
America do Sul,Colombia,2017,marco,149
America do Sul,Colombia,2017,novembro,335
America do Sul,Colombia,2017,outubro,276
America do Sul,Colombia,2017,setembro,189
America do Sul,Colombia,2018,abril,142
America do Sul,Colombia,2018,agosto,200
America do Sul,Colombia,2018,dezembro,297
America do Sul,Colombia,2018,fevereiro,96
America do Sul,Colombia,2018,janeiro,57
America do Sul,Colombia,2018,julho,160
America do Sul,Colombia,2018,junho,200
America do Sul,Colombia,2018,maio,132
America do Sul,Colombia,2018,marco,111
America do Sul,Colombia,2018,novembro,291
America do Sul,Colombia,2018,outubro,244
America do Sul,Colombia,2018,setembro,260
America do Sul,Colombia,2019,abril,33
America do Sul,Colombia,2019,agosto,17
America do Sul,Colombia,2019,dezembro,14
America do Sul,Colombia,2019,fevereiro,155
America do Sul,Colombia,2019,janeiro,101
America do Sul,Colombia,2019,julho,29
America do Sul,Colombia,2019,junho,94
America do Sul,Colombia,2019,maio,30
America do Sul,Colombia,2019,marco,213
America do Sul,Colombia,2019,novembro,9
America do Sul,Colombia,2019,outubro,10
America do Sul,Colombia,2019,setembro,8
America do Sul,Colombia,2020,dezembro,2
America do Sul,Colombia,2020,fevereiro,5
America do Sul,Colombia,2020,janeiro,6
America do Sul,Colombia,2020,marco,3
America do Sul,Colombia,2020,novembro,1
America do Sul,Colombia,2020,outubro,2
America do Sul,Colombia,2021,abril,5
America do Sul,Colombia,2021,janeiro,2
America do Sul,Colombia,2021,novembro,2
America do Sul,Colombia,2021,outubro,1
America do Sul,Colombia,2021,setembro,2
America do Sul,Colombia,2022,abril,4
America do Sul,Colombia,2022,agosto,6
America do Sul,Colombia,2022,dezembro,3
America do Sul,Colombia,2022,fevereiro,1
America do Sul,Colombia,2022,janeiro,2
America do Sul,Colombia,2022,julho,2
America do Sul,Colombia,2022,maio,1
America do Sul,Colombia,2022,novembro,1
America do Sul,Colombia,2022,outubro,6
America do Sul,Colombia,2022,setembro,6
America do Sul,Colombia,2023,abril,3
America do Sul,Colombia,2023,agosto,8
America do Sul,Colombia,2023,dezembro,8
America do Sul,Colombia,2023,fevereiro,4
America do Sul,Colombia,2023,janeiro,4
America do Sul,Colombia,2023,julho,7
America do Sul,Colombia,2023,maio,5
America do Sul,Colombia,2023,marco,1
America do Sul,Colombia,2023,novembro,3
America do Sul,Colombia,2023,outubro,12
America do Sul,Colombia,2023,setembro,5
America do Sul,Colombia,2024,abril,11
America do Sul,Colombia,2024,agosto,9
America do Sul,Colombia,2024,dezembro,12
America do Sul,Colombia,2024,fevereiro,5
America do Sul,Colombia,2024,janeiro,6
America do Sul,Colombia,2024,julho,2
America do Sul,Colombia,2024,junho,5
America do Sul,Colombia,2024,maio,14
America do Sul,Colombia,2024,marco,2
America do Sul,Colombia,2024,novembro,16
America do Sul,Colombia,2024,outubro,10
America do Sul,Colombia,2024,setembro,15
America do Sul,Equador,2015,abril,10
America do Sul,Equador,2015,agosto,2
America do Sul,Equador,2015,dezembro,4
America do Sul,Equador,2015,janeiro,2
America do Sul,Equador,2015,julho,2
America do Sul,Equador,2015,junho,3
America do Sul,Equador,2015,marco,2
America do Sul,Equador,2015,novembro,2
America do Sul,Equador,2015,outubro,2
America do Sul,Equador,2016,abril,2
America do Sul,Equador,2016,agosto,3
America do Sul,Equador,2016,dezembro,5
America do Sul,Equador,2016,fevereiro,3
America do Sul,Equador,2016,julho,3
America do Sul,Equador,2016,junho,2
America do Sul,Equador,2016,novembro,13
America do Sul,Equador,2016,outubro,6
America do Sul,Equador,2017,abril,2
America do Sul,Equador,2017,dezembro,6
America do Sul,Equador,2017,janeiro,3
America do Sul,Equador,2017,julho,5
America do Sul,Equador,2017,junho,3
America do Sul,Equador,2017,maio,2
America do Sul,Equador,2017,marco,3
America do Sul,Equador,2017,novembro,6
America do Sul,Equador,2017,outubro,5
America do Sul,Equador,2017,setembro,3
America do Sul,Equador,2018,abril,7
America do Sul,Equador,2018,agosto,25
America do Sul,Equador,2018,dezembro,18
America do Sul,Equador,2018,janeiro,10
America do Sul,Equador,2018,julho,9
America do Sul,Equador,2018,junho,4
America do Sul,Equador,2018,novembro,46
America do Sul,Equador,2018,outubro,24
America do Sul,Equador,2018,setembro,16
America do Sul,Equador,2019,abril,41
America do Sul,Equador,2019,agosto,3
America do Sul,Equador,2019,dezembro,3
America do Sul,Equador,2019,fevereiro,9
America do Sul,Equador,2019,janeiro,5
America do Sul,Equador,2019,julho,6
America do Sul,Equador,2019,junho,14
America do Sul,Equador,2019,maio,1
America do Sul,Equador,2019,marco,8
America do Sul,Equador,2019,novembro,1
America do Sul,Equador,2019,outubro,3
America do Sul,Equador,2019,setembro,2
America do Sul,Equador,2020,dezembro,1
America do Sul,Equador,2020,fevereiro,1
America do Sul,Equador,2020,marco,1
America do Sul,Equador,2020,setembro,1
America do Sul,Equador,2021,novembro,1
America do Sul,Equador,2022,julho,2
America do Sul,Equador,2022,novembro,1
America do Sul,Equador,2022,marco,1
America do Sul,Equador,2023,dezembro,2
America do Sul,Equador,2023,fevereiro,1
America do Sul,Equador,2023,julho,1
America do Sul,Equador,2023,novembro,2
America do Sul,Equador,2023,outubro,1
America do Sul,Equador,2023,setembro,2
America do Sul,Equador,2024,abril,1
America do Sul,Equador,2024,agosto,2
America do Sul,Equador,2024,dezembro,5
America do Sul,Equador,2024,janeiro,1
America do Sul,Equador,2024,julho,2
America do Sul,Equador,2024,junho,5
America do Sul,Equador,2024,novembro,3
America do Sul,Equador,2024,outubro,1
America do Sul,Equador,2024,setembro,2
America do Sul,Guiana,2016,novembro,2
America do Sul,Guiana,2018,dezembro,7
America do Sul,Guiana,2018,marco,1
America do Sul,Guiana,2018,novembro,1
America do Sul,Guiana,2018,setembro,9
America do Sul,Guiana,2019,dezembro,1
America do Sul,Guiana,2019,fevereiro,1
America do Sul,Guiana,2019,junho,2
America do Sul,Guiana,2019,outubro,2
America do Sul,Guiana,2020,janeiro,1
America do Sul,Guiana,2022,setembro,1
America do Sul,Guiana,2023,setembro,1
America do Sul,Guiana,2024,dezembro,1
America do Sul,Guiana Francesa,2018,junho,1
America do Sul,Guiana Francesa,2018,setembro,1
America do Sul,Paraguai,2015,abril,2
America do Sul,Paraguai,2015,agosto,3
America do Sul,Paraguai,2015,dezembro,2
America do Sul,Paraguai,2015,fevereiro,2
America do Sul,Paraguai,2015,janeiro,2
America do Sul,Paraguai,2015,julho,5
America do Sul,Paraguai,2015,junho,2
America do Sul,Paraguai,2015,maio,2
America do Sul,Paraguai,2015,novembro,2
America do Sul,Paraguai,2016,abril,3
America do Sul,Paraguai,2016,agosto,2
America do Sul,Paraguai,2016,dezembro,2
America do Sul,Paraguai,2016,fevereiro,2
America do Sul,Paraguai,2016,janeiro,2
America do Sul,Paraguai,2016,julho,3
America do Sul,Paraguai,2016,maio,3
America do Sul,Paraguai,2016,marco,2
America do Sul,Paraguai,2016,novembro,2
America do Sul,Paraguai,2016,outubro,3
America do Sul,Paraguai,2016,setembro,3
America do Sul,Paraguai,2017,abril,1
America do Sul,Paraguai,2017,agosto,3
America do Sul,Paraguai,2017,fevereiro,2
America do Sul,Paraguai,2017,janeiro,2
America do Sul,Paraguai,2017,julho,3
America do Sul,Paraguai,2017,junho,1
America do Sul,Paraguai,2017,maio,1
America do Sul,Paraguai,2017,marco,1
America do Sul,Paraguai,2017,outubro,3
America do Sul,Paraguai,2017,setembro,2
America do Sul,Paraguai,2018,abril,3
America do Sul,Paraguai,2018,agosto,3
America do Sul,Paraguai,2018,dezembro,4
America do Sul,Paraguai,2018,fevereiro,3
America do Sul,Paraguai,2018,janeiro,3
America do Sul,Paraguai,2018,junho,1
America do Sul,Paraguai,2018,maio,1
America do Sul,Paraguai,2018,setembro,3
America do Sul,Paraguai,2019,abril,1
America do Sul,Paraguai,2019,dezembro,4
America do Sul,Paraguai,2019,fevereiro,2
America do Sul,Paraguai,2019,janeiro,1
America do Sul,Paraguai,2019,junho,1
America do Sul,Paraguai,2019,marco,5
America do Sul,Paraguai,2019,novembro,5
America do Sul,Paraguai,2019,outubro,3
America do Sul,Paraguai,2019,setembro,9
America do Sul,Paraguai,2020,fevereiro,9
America do Sul,Paraguai,2020,janeiro,1
America do Sul,Paraguai,2020,marco,1
America do Sul,Paraguai,2020,setembro,1
America do Sul,Paraguai,2021,abril,1
America do Sul,Paraguai,2022,agosto,1
America do Sul,Paraguai,2022,janeiro,4
America do Sul,Paraguai,2022,julho,2
America do Sul,Paraguai,2022,junho,1
America do Sul,Paraguai,2022,maio,1
America do Sul,Paraguai,2022,novembro,2
America do Sul,Paraguai,2022,setembro,4
America do Sul,Paraguai,2023,agosto,26
America do Sul,Paraguai,2023,dezembro,1
America do Sul,Paraguai,2023,fevereiro,2
America do Sul,Paraguai,2023,janeiro,1
America do Sul,Paraguai,2023,julho,3
America do Sul,Paraguai,2023,maio,3
America do Sul,Paraguai,2023,novembro,15
America do Sul,Paraguai,2024,abril,16
America do Sul,Paraguai,2024,agosto,2
America do Sul,Paraguai,2024,dezembro,2
America do Sul,Paraguai,2024,fevereiro,2
America do Sul,Paraguai,2024,janeiro,4
America do Sul,Paraguai,2024,julho,4
America do Sul,Paraguai,2024,maio,4
America do Sul,Paraguai,2024,marco,6
America do Sul,Paraguai,2024,novembro,1
America do Sul,Paraguai,2024,setembro,2
America do Sul,Peru,2015,dezembro,2
America do Sul,Peru,2015,fevereiro,5
America do Sul,Peru,2015,julho,6
America do Sul,Peru,2015,maio,2
America do Sul,Peru,2015,marco,3
America do Sul,Peru,2015,novembro,3
America do Sul,Peru,2015,setembro,2
America do Sul,Peru,2016,abril,5
America do Sul,Peru,2016,agosto,5
America do Sul,Peru,2016,dezembro,2
America do Sul,Peru,2016,fevereiro,2
America do Sul,Peru,2016,janeiro,6
America do Sul,Peru,2016,julho,3
America do Sul,Peru,2016,maio,8
America do Sul,Peru,2016,marco,10
America do Sul,Peru,2016,novembro,3
America do Sul,Peru,2016,outubro,2
America do Sul,Peru,2016,setembro,6
America do Sul,Peru,2017,abril,2
America do Sul,Peru,2017,agosto,3
America do Sul,Peru,2017,dezembro,4
America do Sul,Peru,2017,fevereiro,2
America do Sul,Peru,2017,janeiro,3
America do Sul,Peru,2017,julho,4
America do Sul,Peru,2017,junho,2
America do Sul,Peru,2017,maio,1
America do Sul,Peru,2017,marco,2
America do Sul,Peru,2017,novembro,4
America do Sul,Peru,2017,outubro,4
America do Sul,Peru,2017,setembro,2
America do Sul,Peru,2018,abril,4
America do Sul,Peru,2018,agosto,16
America do Sul,Peru,2018,dezembro,16
America do Sul,Peru,2018,fevereiro,1
America do Sul,Peru,2018,janeiro,1
America do Sul,Peru,2018,julho,4
America do Sul,Peru,2018,junho,6
America do Sul,Peru,2018,maio,4
America do Sul,Peru,2018,marco,1
America do Sul,Peru,2018,novembro,49
America do Sul,Peru,2018,outubro,6
America do Sul,Peru,2018,setembro,16
America do Sul,Peru,2019,abril,7
America do Sul,Peru,2019,agosto,8
America do Sul,Peru,2019,dezembro,2
America do Sul,Peru,2019,fevereiro,9
America do Sul,Peru,2019,janeiro,11
America do Sul,Peru,2019,julho,3
America do Sul,Peru,2019,junho,21
America do Sul,Peru,2019,maio,7
America do Sul,Peru,2019,marco,10
America do Sul,Peru,2019,novembro,7
America do Sul,Peru,2019,outubro,5
America do Sul,Peru,2019,setembro,7
America do Sul,Peru,2020,dezembro,1
America do Sul,Peru,2020,fevereiro,8
America do Sul,Peru,2020,janeiro,3
America do Sul,Peru,2020,marco,6
America do Sul,Peru,2021,junho,1
America do Sul,Peru,2022,agosto,5
America do Sul,Peru,2022,fevereiro,1
America do Sul,Peru,2022,julho,3
America do Sul,Peru,2022,junho,1
America do Sul,Peru,2022,maio,3
America do Sul,Peru,2022,novembro,1
America do Sul,Peru,2022,outubro,1
America do Sul,Peru,2022,setembro,4
America do Sul,Peru,2022,marco,1
America do Sul,Peru,2023,abril,1
America do Sul,Peru,2023,agosto,5
America do Sul,Peru,2023,dezembro,7
America do Sul,Peru,2023,fevereiro,1
America do Sul,Peru,2023,janeiro,3
America do Sul,Peru,2023,julho,2
America do Sul,Peru,2023,junho,2
America do Sul,Peru,2023,maio,4
America do Sul,Peru,2023,novembro,3
America do Sul,Peru,2023,outubro,1
America do Sul,Peru,2023,setembro,2
America do Sul,Peru,2024,abril,7
America do Sul,Peru,2024,agosto,4
America do Sul,Peru,2024,dezembro,6
America do Sul,Peru,2024,fevereiro,3
America do Sul,Peru,2024,janeiro,1
America do Sul,Peru,2024,julho,3
America do Sul,Peru,2024,junho,1
America do Sul,Peru,2024,maio,6
America do Sul,Peru,2024,marco,5
America do Sul,Peru,2024,novembro,4
America do Sul,Peru,2024,outubro,8
America do Sul,Peru,2024,setembro,2
America do Sul,Suriname,2016,agosto,2
America do Sul,Suriname,2016,dezembro,2
America do Sul,Suriname,2017,abril,2
America do Sul,Suriname,2017,agosto,3
America do Sul,Suriname,2017,dezembro,4
America do Sul,Suriname,2017,janeiro,2
America do Sul,Suriname,2017,julho,4
America do Sul,Suriname,2017,junho,2
America do Sul,Suriname,2017,maio,1
America do Sul,Suriname,2017,marco,2
America do Sul,Suriname,2017,outubro,3
America do Sul,Suriname,2017,setembro,2
America do Sul,Suriname,2018,abril,7
America do Sul,Suriname,2018,agosto,1
America do Sul,Suriname,2018,dezembro,1
America do Sul,Suriname,2018,janeiro,3
America do Sul,Suriname,2018,julho,1
America do Sul,Suriname,2018,junho,1
America do Sul,Suriname,2018,maio,1
America do Sul,Suriname,2018,novembro,1
America do Sul,Suriname,2018,outubro,6
America do Sul,Suriname,2018,setembro,1
America do Sul,Suriname,2019,abril,2
America do Sul,Suriname,2019,agosto,2
America do Sul,Suriname,2019,dezembro,1
America do Sul,Suriname,2019,julho,1
America do Sul,Suriname,2019,junho,2
America do Sul,Suriname,2019,novembro,1
America do Sul,Suriname,2019,outubro,3
America do Sul,Suriname,2019,setembro,4
America do Sul,Suriname,2020,fevereiro,1
America do Sul,Suriname,2022,fevereiro,1
America do Sul,Suriname,2022,outubro,1
America do Sul,Uruguai,2015,abril,8
America do Sul,Uruguai,2015,agosto,2
America do Sul,Uruguai,2015,dezembro,3
America do Sul,Uruguai,2015,fevereiro,3
America do Sul,Uruguai,2015,janeiro,2
America do Sul,Uruguai,2015,julho,2
America do Sul,Uruguai,2015,junho,8
America do Sul,Uruguai,2015,maio,2
America do Sul,Uruguai,2015,marco,3
America do Sul,Uruguai,2015,novembro,8
America do Sul,Uruguai,2015,outubro,8
America do Sul,Uruguai,2015,setembro,3
America do Sul,Uruguai,2016,abril,175
America do Sul,Uruguai,2016,agosto,5
America do Sul,Uruguai,2016,dezembro,3
America do Sul,Uruguai,2016,fevereiro,3
America do Sul,Uruguai,2016,janeiro,5
America do Sul,Uruguai,2016,julho,8
America do Sul,Uruguai,2016,junho,8
America do Sul,Uruguai,2016,maio,16
America do Sul,Uruguai,2016,marco,11
America do Sul,Uruguai,2016,novembro,3
America do Sul,Uruguai,2016,setembro,6
America do Sul,Uruguai,2017,abril,2
America do Sul,Uruguai,2017,dezembro,6
America do Sul,Uruguai,2017,fevereiro,3
America do Sul,Uruguai,2017,janeiro,3
America do Sul,Uruguai,2017,julho,5
America do Sul,Uruguai,2017,junho,3
America do Sul,Uruguai,2017,marco,3
America do Sul,Uruguai,2017,novembro,6
America do Sul,Uruguai,2017,outubro,5
America do Sul,Uruguai,2017,setembro,3
America do Sul,Uruguai,2018,abril,6
America do Sul,Uruguai,2018,agosto,10
America do Sul,Uruguai,2018,dezembro,4
America do Sul,Uruguai,2018,fevereiro,6
America do Sul,Uruguai,2018,janeiro,3
America do Sul,Uruguai,2018,julho,7
America do Sul,Uruguai,2018,junho,12
America do Sul,Uruguai,2018,maio,4
America do Sul,Uruguai,2018,novembro,6
America do Sul,Uruguai,2018,outubro,9
America do Sul,Uruguai,2018,setembro,9
America do Sul,Uruguai,2019,abril,5
America do Sul,Uruguai,2019,agosto,3
America do Sul,Uruguai,2019,dezembro,19
America do Sul,Uruguai,2019,fevereiro,4
America do Sul,Uruguai,2019,janeiro,3
America do Sul,Uruguai,2019,julho,6
America do Sul,Uruguai,2019,junho,6
America do Sul,Uruguai,2019,maio,2
America do Sul,Uruguai,2019,marco,1
America do Sul,Uruguai,2019,novembro,8
America do Sul,Uruguai,2019,outubro,6
America do Sul,Uruguai,2019,setembro,3
America do Sul,Uruguai,2020,fevereiro,9
America do Sul,Uruguai,2020,janeiro,1
America do Sul,Uruguai,2020,marco,2
America do Sul,Uruguai,2021,maio,1
America do Sul,Uruguai,2022,abril,3
America do Sul,Uruguai,2022,agosto,3
America do Sul,Uruguai,2022,dezembro,1
America do Sul,Uruguai,2022,fevereiro,1
America do Sul,Uruguai,2022,janeiro,1
America do Sul,Uruguai,2022,julho,1
America do Sul,Uruguai,2022,junho,4
America do Sul,Uruguai,2022,maio,3
America do Sul,Uruguai,2022,novembro,1
America do Sul,Uruguai,2022,outubro,2
America do Sul,Uruguai,2022,setembro,4
America do Sul,Uruguai,2023,agosto,4
America do Sul,Uruguai,2023,dezembro,2
America do Sul,Uruguai,2023,fevereiro,2
America do Sul,Uruguai,2023,janeiro,4
America do Sul,Uruguai,2023,julho,6
America do Sul,Uruguai,2023,marco,2
America do Sul,Uruguai,2023,novembro,7
America do Sul,Uruguai,2023,outubro,2
America do Sul,Uruguai,2023,setembro,3
America do Sul,Uruguai,2024,abril,7
America do Sul,Uruguai,2024,agosto,8
America do Sul,Uruguai,2024,dezembro,3
America do Sul,Uruguai,2024,fevereiro,2
America do Sul,Uruguai,2024,janeiro,1
America do Sul,Uruguai,2024,julho,10
America do Sul,Uruguai,2024,junho,10
America do Sul,Uruguai,2024,marco,2
America do Sul,Uruguai,2024,novembro,11
America do Sul,Uruguai,2024,outubro,3
America do Sul,Uruguai,2024,setembro,3
America do Sul,Venezuela,2015,abril,2
America do Sul,Venezuela,2015,agosto,5
America do Sul,Venezuela,2015,dezembro,16
America do Sul,Venezuela,2015,fevereiro,3
America do Sul,Venezuela,2015,janeiro,3
America do Sul,Venezuela,2015,julho,5
America do Sul,Venezuela,2015,marco,5
America do Sul,Venezuela,2015,novembro,5
America do Sul,Venezuela,2015,outubro,110
America do Sul,Venezuela,2015,setembro,2
America do Sul,Venezuela,2016,abril,2
America do Sul,Venezuela,2016,agosto,11
America do Sul,Venezuela,2016,dezembro,3
America do Sul,Venezuela,2016,fevereiro,2
America do Sul,Venezuela,2016,julho,6
America do Sul,Venezuela,2016,junho,6
America do Sul,Venezuela,2016,maio,5
America do Sul,Venezuela,2016,marco,3
America do Sul,Venezuela,2016,novembro,11
America do Sul,Venezuela,2016,outubro,19
America do Sul,Venezuela,2016,setembro,3
America do Sul,Venezuela,2017,agosto,5
America do Sul,Venezuela,2017,dezembro,6
America do Sul,Venezuela,2017,janeiro,4
America do Sul,Venezuela,2017,julho,6
America do Sul,Venezuela,2017,junho,3
America do Sul,Venezuela,2017,maio,2
America do Sul,Venezuela,2017,marco,3
America do Sul,Venezuela,2017,novembro,6
America do Sul,Venezuela,2017,outubro,5
America do Sul,Venezuela,2017,setembro,3
America do Sul,Venezuela,2018,abril,9
America do Sul,Venezuela,2018,agosto,19
America do Sul,Venezuela,2018,dezembro,16
America do Sul,Venezuela,2018,fevereiro,6
America do Sul,Venezuela,2018,janeiro,6
America do Sul,Venezuela,2018,julho,24
America do Sul,Venezuela,2018,junho,1
America do Sul,Venezuela,2018,maio,9
America do Sul,Venezuela,2018,marco,4
America do Sul,Venezuela,2018,novembro,22
America do Sul,Venezuela,2018,outubro,15
America do Sul,Venezuela,2018,setembro,28
America do Sul,Venezuela,2019,abril,8
America do Sul,Venezuela,2019,agosto,8
America do Sul,Venezuela,2019,dezembro,5
America do Sul,Venezuela,2019,fevereiro,9
America do Sul,Venezuela,2019,janeiro,9
America do Sul,Venezuela,2019,julho,7
America do Sul,Venezuela,2019,junho,9
America do Sul,Venezuela,2019,maio,8
America do Sul,Venezuela,2019,marco,10
America do Sul,Venezuela,2019,novembro,1
America do Sul,Venezuela,2019,outubro,2
America do Sul,Venezuela,2019,setembro,5
America do Sul,Venezuela,2020,dezembro,1
America do Sul,Venezuela,2020,fevereiro,2
America do Sul,Venezuela,2020,janeiro,1
America do Sul,Venezuela,2020,marco,3
America do Sul,Venezuela,2020,novembro,1
America do Sul,Venezuela,2020,outubro,1
America do Sul,Venezuela,2022,dezembro,1
America do Sul,Venezuela,2022,maio,2
America do Sul,Venezuela,2023,dezembro,1
America do Sul,Venezuela,2023,janeiro,1
America do Sul,Venezuela,2023,maio,3
America do Sul,Venezuela,2023,marco,2
America do Sul,Venezuela,2024,dezembro,1
America do Sul,Venezuela,2024,fevereiro,1
America do Sul,Venezuela,2024,janeiro,1
America do Sul,Venezuela,2024,marco,1
America do Sul,Venezuela,2024,outubro,1
Asia,Arabia Saudita,2016,janeiro,2
Asia,Arabia Saudita,2018,agosto,1
Asia,Arabia Saudita,2018,setembro,1
Asia,Arabia Saudita,2019,dezembro,1
Asia,Arabia Saudita,2019,julho,1
Asia,Arabia Saudita,2019,junho,1
Asia,Arabia Saudita,2019,novembro,1
Asia,Arabia Saudita,2019,setembro,2
Asia,Arabia Saudita,2022,agosto,1
Asia,Arabia Saudita,2023,maio,1
Asia,Arabia Saudita,2024,julho,6
